axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
neurotic,20.59824556012697,50,33,0.66,0.6241892593977869,0.9776052515913486,0.40445171497803073,methodical,-
understated,20.54024666412039,50,33,0.66,0.6224317170945572,1.1143187267123844,0.35261921840869204,inspirational,-
mystical,20.17611210291662,50,34,0.68,0.5934150618504888,1.44032405099584,0.3831785524509983,inspirational,+
anxious,19.854398857580197,50,32,0.64,0.6204499642993812,1.070468629699452,0.372714716505835,optimistic,-
moderate,19.703600800574552,50,34,0.68,0.5795176706051339,0.8776156078465353,0.36570157278361615,patient,+
poetic,19.45125021176569,50,32,0.64,0.6078515691176778,1.3218377974211237,0.3146804826081142,inspirational,+
hostile,19.373858512009853,50,33,0.66,0.5870866215760562,0.8332631081531153,0.3347316465737519,patient,-
decisive,19.27606839380804,50,33,0.66,0.5841232846608496,1.1075245541333483,0.4025627648717632,pessimistic,-
flexible,19.262024855519037,50,34,0.68,0.5665301428093834,0.811058718171151,0.2523375274536265,optimistic,+
conscientious,19.11887172760367,50,30,0.6,0.6372957242534556,1.092095166221662,0.3510631004052056,methodical,+
sardonic,19.052469746810605,50,33,0.66,0.5773475680851698,0.8153104627749962,0.257586086533455,patient,-
reactive,18.735232946387722,50,31,0.62,0.6043623531092813,0.9022473880105134,0.2039166094768811,educational,-
relativist,18.53013994139875,50,30,0.6,0.6176713313799583,1.2016069603408104,0.42307001912265074,pessimistic,+
emotional,18.4433530449297,50,29,0.58,0.6359776912044725,1.312239682726256,0.4685656269140843,inspirational,+
conciliatory,18.398421161211555,50,30,0.6,0.6132807053737185,1.118406474289153,0.39902422231369605,optimistic,+
bitter,17.956535934666984,50,31,0.62,0.5792430946666769,0.8725445132544666,0.3656576864556491,verbose,-
chaotic,17.64800925466891,50,30,0.6,0.5882669751556303,0.9698636367050302,0.3644041974305132,narrative,+
condescending,17.613730393093462,50,28,0.56,0.629061799753338,1.1134905310062815,0.3785551673709569,playful,+
flippant,17.547794464766532,50,30,0.6,0.5849264821588844,1.0269031413195433,0.2752475624844046,educational,-
assertive,17.479233557631478,50,29,0.58,0.6027321916424647,0.978598908827052,0.443334668606901,inspirational,+
irreverent,17.427634690979104,50,30,0.6,0.5809211563659702,0.9008917627217434,0.2700018772387194,educational,-
wry,17.326090624100548,50,32,0.64,0.5414403320031421,0.7847781479460643,0.2266965802738829,patient,-
abstract,16.87144403846083,50,26,0.52,0.648901693786955,1.1640469651563279,0.3480952451094152,verbose,+
materialist,16.786839493173087,50,28,0.56,0.5995299818990388,1.2703943636895914,0.3678022260259103,inspirational,-
bombastic,16.745271149879983,50,26,0.52,0.6440488903799994,1.1401763168068937,0.32600576284786814,verbose,+
enigmatic,16.69608062720729,50,29,0.58,0.5757269181795618,1.0626075149413237,0.280140845158994,inspirational,+
goofy,16.577132945583905,50,29,0.58,0.5716252739856519,0.9473018738865387,0.23046554212615916,educational,-
reverent,16.501506767008554,50,24,0.48,0.6875627819586897,1.1343912139827035,0.44318566867908976,inspirational,+
formal,16.30739494659428,50,24,0.48,0.6794747894414283,1.3687219214485984,0.40147862762994335,educational,+
temperamental,15.961060949550852,50,29,0.58,0.5503814120534777,0.8341784193224505,0.32793808846440425,educational,-
solemn,15.924626409643675,50,24,0.48,0.6635261004018198,1.2161440489067756,0.34949238929502086,educational,+
sassy,15.909328893127366,50,29,0.58,0.5485975480388747,0.8181551309004805,0.31393386715528276,verbose,-
casual,15.477166859145935,50,24,0.48,0.6448819524644139,1.3384699562825582,0.3729365046799258,educational,-
iconoclastic,15.22267784881403,50,27,0.54,0.5638028832894085,1.0949251894626653,0.38678966866101366,pessimistic,+
accessible,15.12055137146195,50,20,0.4,0.7560275685730975,1.4220746646999567,0.4732039558355348,verbose,-
dominant,14.4187824496541,50,21,0.42,0.6866086880787667,1.1621659505141526,0.44020832573464164,methodical,+
chill,14.402416776215329,50,25,0.5,0.5760966710486132,0.8972407781884255,0.39837935767816923,collaborative,+
collaborative,14.387529433957775,50,23,0.46,0.6255447579981641,1.08869229926339,0.4548534628626161,inclusive,+
diplomatic,14.242883526085198,50,24,0.48,0.5934534802535499,0.8326826138603569,0.45002663522400366,verbose,+
esoteric,14.067283363392415,50,19,0.38,0.7403833349153902,1.4910239704342398,0.39744928941604835,verbose,+
ritualistic,13.855185675887176,50,20,0.4,0.6927592837943588,1.2313961851552786,0.3958439324228798,educational,+
savage,13.622406127684574,50,24,0.48,0.5676002553201905,0.9702950365445412,0.33403335738862067,collaborative,-
passionate,13.56642468088964,50,24,0.48,0.5652676950370683,1.1259430618547506,0.41752022771759617,inspirational,+
