trait,axis,n,mean_delta,cohen_d,t_stat,p_raw,p_adjusted,significant,direction,exceedance_rate
analytical,conciliatory,36,0.5439293107224835,0.601079692565441,3.606478155392646,0.0009580006655256609,0.003134426124587961,True,+,0.5
agreeable,emotional,37,0.4353072594951939,0.6009755751478585,3.6555917101338156,0.000812601210058773,0.0027600508510224153,True,+,0.40540540540540543
narrative,nonchalant,38,-0.6212532473237891,-0.6008185915838079,-3.7036945392033234,0.0006901830266189141,0.002426223055429242,True,-,0.18421052631578946
supportive,neurotic,36,-0.35091156264146167,-0.6008115158553402,-3.6048690951320412,0.0009623272964656698,0.0031460354442716535,True,-,0.5
data_driven,temperamental,36,-0.4050353500578139,-0.6007975598146607,-3.6047853588879635,0.0009625529720984335,0.0031460354442716535,True,-,0.3888888888888889
formal,egalitarian,37,0.9497846397193702,0.6007552450733666,3.654251494612398,0.0008156951177362806,0.0027657498131151512,True,+,0.08108108108108109
analytical,experiential,36,-0.36202459782361984,-0.6005777137449865,-3.603466282469919,0.0009661147348497309,0.0031541839911881668,True,-,0.4722222222222222
cautious,agreeable,38,0.4046997145602578,0.6003624830749549,3.700882897524477,0.0006957744043722185,0.0024413136995516437,True,+,0.5263157894736842
empathetic,bitter,38,-0.3678286483413295,-0.6002764438968403,-3.700352516410103,0.0006968340464194896,0.0024432077718549803,True,-,0.2894736842105263
confident,creative,37,0.5111861059794555,0.6002604899357219,3.651242016599461,0.0008226840731795948,0.00278574578093955,True,+,0.3783783783783784
skeptical,poetic,37,0.19819870671710452,0.6002101126339614,3.6509355834359343,0.000823398944249205,0.0027871624328204996,True,+,0.10810810810810811
entertaining,arrogant,37,0.4695941942769128,0.6001755404343332,3.6507252889554462,0.0008238898827512844,0.002787820337603338,True,+,0.43243243243243246
cautious,cruel,38,-0.4104918476782347,-0.5998024356438156,-3.697430533297635,0.0007026998733864028,0.002461937685364214,True,-,0.3157894736842105
flexible,chaotic,36,0.26727276398903793,0.5997716551254365,3.598629930752619,0.0009792830056402778,0.003194052828944695,True,+,0.25
spontaneous,detached,38,-0.4650445619696065,-0.5996439255136236,-3.6964534112314666,0.000704672056363281,0.002467927470124754,True,-,0.39473684210526316
big_picture,reactive,37,-0.6109665277841929,-0.5996150760127477,-3.6473161169722603,0.0008318882554678666,0.002811848112692537,True,-,0.16216216216216217
flexible,universalist,36,-0.2666606228384707,-0.5994292843537622,-3.596575706122573,0.0009849284656877932,0.0032080137136054248,True,-,0.3611111111111111
collaborative,extroverted,37,0.2937172123709241,0.5993300953034089,3.645582646991636,0.0008359839233320833,0.002822646867572408,True,+,0.5405405405405406
transparent,cruel,40,-0.2581144154071808,-0.5993226469466182,-3.7904492353445436,0.0005095833606473574,0.0019108524835269422,True,-,0.3
flexible,hostile,36,-0.4189665714899699,-0.5992128454493976,-3.595277072696385,0.0009885135903630385,0.0032174611320680614,True,-,0.4166666666666667
transparent,artistic,40,0.5771627433598041,0.5992009310642529,3.7896794365131603,0.0005107361839205575,0.0019142424756193144,True,+,0.525
supportive,altruistic,36,0.6767985891136858,0.5991686230667894,3.5950117384007365,0.0009892476444522183,0.003218735845569696,True,+,0.1388888888888889
inspirational,confident,37,0.2958056614608378,0.5991683004318563,3.644598487209362,0.0008383178581222592,0.0028295109035365302,True,+,0.5135135135135135
open_ended,stream_of_consciousness,37,0.407237363425461,0.5988021852540983,3.6423714955243223,0.0008436224270479618,0.0028433312349411405,True,+,0.3783783783783784
traditional,edgy,35,-0.4519899470465524,-0.5987737024873786,-3.542392995937285,0.0011752797616217362,0.0036666544172732555,True,-,0.2571428571428571
analytical,risk_taking,36,0.46333231983913314,0.5987563646356724,3.592538187814035,0.0009961161496768076,0.0032377219249522795,True,+,0.3611111111111111
calm,edgy,38,-0.44216624372883845,-0.5987175236269104,-3.6907426864686355,0.0007163058023230776,0.0025012163974134213,True,-,0.34210526315789475
skeptical,extroverted,37,0.19530970401860573,0.598694358179197,3.641715609033361,0.000845190882226924,0.0028472381997718716,True,+,0.2972972972972973
resilient,earnest,37,0.4596421283644599,0.5986808598709736,3.6416335020298773,0.0008453874271875844,0.0028472381997718716,True,+,0.32432432432432434
accessible,chaotic,37,0.3538791245302638,0.5985897032221306,3.641079017781907,0.0008467158889407938,0.002850691030101526,True,+,0.43243243243243246
supportive,wry,36,-0.4392942852444119,-0.5985620087238619,-3.5913720523431714,0.0009993701951167492,0.003243812097409338,True,-,0.25
optimistic,universalist,37,-0.2859159720105094,-0.5983994010893697,-3.639921455099314,0.0008494957382899846,0.002857776807125697,True,-,0.21621621621621623
formal,meditative,37,0.5507337181149302,0.5983811877383776,3.6398106676103477,0.0008497622525674337,0.002857776807125697,True,+,0.40540540540540543
cautious,critical,38,0.381036875671462,0.5983702439077552,3.6886019105049277,0.0007207145975132635,0.002513809727875576,True,+,0.23684210526315788
collaborative,nonchalant,37,-0.501721142917066,-0.5983363883286273,-3.6395381634393393,0.0008504181418314352,0.002858037373334105,True,-,0.35135135135135137
flexible,spontaneous,36,0.3767075190941493,0.5983152887835785,3.5898917327014717,0.0010035157377617275,0.003251653890024212,True,+,0.3055555555555556
conscientious,agreeable,37,0.40118898491601684,0.5983035872380552,3.639338642194654,0.0008508986787856389,0.0028586303004235186,True,+,0.5675675675675675
factual,introverted,36,0.6065720203850005,0.5981225833081194,3.588735499848717,0.0010067652351344763,0.003259935656308673,True,+,0.4444444444444444
analytical,animated,36,0.2555311338769065,0.5980155609974614,3.588093365984769,0.0010085742831534251,0.003263545012613493,True,+,0.2222222222222222
flexible,sardonic,36,-0.5455670091840956,-0.597857818747155,-3.5871469124829303,0.001011246394767274,0.003267118795692545,True,-,0.3055555555555556
flexible,gregarious,36,0.3158612913555569,0.5978477868471411,3.587086721082847,0.001011416563347373,0.003267118795692545,True,+,0.4444444444444444
resilient,anxious,37,-0.3315427706048295,-0.5978406403273319,-3.636522646072589,0.0008577088979877542,0.0028747655405591483,True,-,0.3783783783783784
inclusive,nonchalant,37,-0.4647014157192127,-0.5977722577376778,-3.6361066910185165,0.0008587192970605804,0.0028766790421844105,True,-,0.35135135135135137
anxious,charismatic,39,0.45592336108287174,0.5977643783136529,3.733037346082625,0.000618065268049796,0.0022233285186609958,True,+,0.48717948717948717
collaborative,avoidant,37,-0.9303240035031293,-0.5977332429763985,-3.635869373490478,0.0008592962814601456,0.002877586407454709,True,-,0.02702702702702703
transparent,benevolent,40,0.6144577816128731,0.5975344913437093,3.779139946312576,0.0005267758267697423,0.0019595143536349736,True,+,0.125
empathetic,fatalistic,38,0.3591797818478785,0.5972412062249012,3.681642054802863,0.0007352299469020264,0.0025511417065748163,True,+,0.47368421052631576
flexible,cruel,36,-0.43382939365175033,-0.5971356861259334,-3.5828141167556002,0.0010235666049971362,0.003296996982698019,True,-,0.4444444444444444
inspirational,effusive,37,0.36600713069374496,0.5970360994333717,3.6316288148687152,0.0008696695818070701,0.00290703635831802,True,+,0.3783783783783784
traditional,reverent,35,0.4482338675430843,0.5967576072864563,3.5304656158783043,0.0012146102240906832,0.0037631298966553793,True,+,0.37142857142857144
practical,environmental,36,0.27680834294814205,0.5966312057061754,3.5797872342370525,0.001032259280747673,0.0033185594083419588,True,+,0.16666666666666666
methodical,mercurial,37,-0.4507656806224101,-0.5965096629245074,-3.6284266265980145,0.0008775828308962531,0.0029283914130013417,True,-,0.32432432432432434
practical,creative,36,0.43300215237670475,0.5962179886153428,3.5773079316920566,0.0010394324270046927,0.0033369756877882897,True,+,0.25
resilient,skeptical,37,0.37868925969342926,0.5961856444111621,3.6264556989259145,0.0008824879022913025,0.0029416263409710085,True,+,0.08108108108108109
educational,ascetic,38,0.23401605200610662,0.5960590171081931,3.6743545516576703,0.0007507312465409338,0.002592532592757082,True,+,0.3684210526315789
flexible,resilient,36,0.4452044301562839,0.595766492578801,3.574598955472806,0.0010473250436402366,0.003360018911337278,True,+,0.4444444444444444
