condition,axis,num_topics,count,overall_mean,overall_std,overall_variance,between_topic_std,between_topic_variance,mean_within_topic_std,mean_within_topic_variance,pooled_within_topic_std,pooled_within_topic_variance,minibatch_size,bootstrap_samples,bootstrap_between_topic_std,bootstrap_between_topic_variance,bootstrap_within_topic_minibatch_std,bootstrap_within_topic_minibatch_variance,bootstrap_overall_minibatch_mean_std,bootstrap_overall_minibatch_mean_variance
Neutral,disorganized,5,50,-2.583771505355835,0.40520614795900695,0.1641920223437766,0.34405445928241446,0.1183734709521146,0.15582817939545543,0.07356600570578822,0.2599242533602964,0.06756061748490756,3,1000,0.3661579989120534,0.13407168016727933,0.13228898737571249,0.017500376180891418,0.06053533739824154,0.0036645270739189407
Neutral,chaotic,5,50,-0.44374786436557767,0.646018525146734,0.41733993483276133,0.708989667833595,0.5026663490947912,0.06942916318574512,0.0076222854003034825,0.08366634939261347,0.007000058020686872,3,1000,0.7119601676335923,0.5068872802968528,0.042470505606258833,0.0018037438464512633,0.018605189560721287,0.0003461530785903723
Confused,disorganized,5,50,-1.9096785646677017,0.8342542786225968,0.6959802014001094,0.4349797300310247,0.18920736553786313,0.6597000700418625,0.5896607832686853,0.7358839644429703,0.5415252091243028,3,1000,0.5738795082183944,0.3293376899529862,0.3729886385946266,0.13912052452067297,0.16378162610034905,0.02682442104807454
Confused,chaotic,5,50,-0.23621138095855712,0.6790818115100687,0.4611521067237966,0.7122639765539571,0.507319972296456,0.2098300934788316,0.05119231861350656,0.2168256300088403,0.04701335382873051,3,1000,0.7177094872941908,0.5151069081520903,0.10926133681970794,0.011938039723629668,0.050069675846613745,0.002506972439384976
