condition,axis,count,mean,std,min,max
Neutral,elitist,628,-5.0931014467956155,0.5744019565919254,-6.458642959594727,-3.7015295028686523
Neutral,eloquent,628,-0.16441981220368745,0.5299022465889236,-2.208101749420166,0.4433574974536896
Neutral,emotional,628,-1.0707997664524491,0.3294636543811714,-1.929120421409607,-0.3665316700935364
Neutral,empathetic,628,-1.5925506464425165,0.3272839106394273,-2.3477864265441895,-0.2925083637237549
Neutral,enigmatic,628,-1.1545984385309704,0.41849065190102813,-2.1017680168151855,-0.4388122260570526
Neutral,entertaining,628,-0.3412966251397019,0.25420139754429505,-0.9736307859420776,0.46917539834976196
Neutral,environmental,628,1.657083327793012,0.2622588336970773,0.8227671384811401,2.2786707878112793
Neutral,epicurean,628,-0.24091576883320215,0.6003246492600816,-2.2288525104522705,0.5212827920913696
Neutral,esoteric,628,-1.1156323807919102,0.8722232160169439,-3.9310169219970703,-0.23952536284923553
Neutral,essentialist,628,-0.15424209067918312,0.4422197315226944,-1.0089988708496094,0.7582104802131653
Neutral,ethereal,628,-0.9238531458529697,0.3524032755222538,-1.700674057006836,-0.2556987404823303
Neutral,existentialist,628,-0.8315364044563026,0.5426481135560492,-1.7951689958572388,0.5594531297683716
Neutral,experiential,628,-0.9056256507422514,0.3544876763186705,-1.8741590976715088,0.35631266236305237
Neutral,extroverted,628,0.3757540968478106,0.19470281841880688,-0.05982942879199982,0.8169626593589783
Neutral,fatalistic,628,-0.501698426332823,0.6455227211524178,-2.0125818252563477,0.4543113112449646
Neutral,flexible,628,2.192454257588478,0.5177289881608607,1.2665183544158936,3.4647903442382812
Neutral,flippant,628,-3.319076475064466,0.41047202120587917,-4.148707866668701,-2.1637349128723145
Neutral,flirty,628,-2.191957846568648,0.3431565167162867,-3.173023223876953,-1.7003521919250488
Neutral,forgiving,628,0.6976245780279682,0.23365463639702488,0.2787408232688904,1.6141035556793213
Neutral,formal,628,2.0086732239337866,0.45620322071766173,-0.2798333764076233,2.8055977821350098
Neutral,fundamentalist,628,-2.5115506861619887,0.5204701954738795,-3.779747247695923,-1.026827335357666
Neutral,futuristic,628,-0.11671535403817702,0.5303476940196531,-1.4764440059661865,0.9146947860717773
Neutral,goofy,628,-3.5234298660496997,0.3883984601204901,-4.360359191894531,-2.4331917762756348
Neutral,grandiose,628,-0.4100426381845383,0.5329496043290068,-1.8357816934585571,0.23218786716461182
Neutral,gregarious,628,-0.795365234136961,0.2405161025245653,-1.3550078868865967,0.08539280295372009
Neutral,grounded,628,-1.7169041892003483,0.7698288346263482,-2.8338310718536377,0.44361358880996704
Neutral,hedonistic,628,-2.153248841975145,0.6219932207482163,-3.832021951675415,-1.242933750152588
Neutral,historical,628,-1.2039520473332161,1.0303106097671249,-3.4190986156463623,0.31489741802215576
Neutral,hostile,628,-2.5734771945673947,0.38584795721855913,-3.771538257598877,-1.6982526779174805
Neutral,humble,628,-0.9368803393878754,0.2153532197635795,-1.3021059036254883,-0.017431408166885376
Neutral,iconoclastic,628,-1.0182569230058391,0.6434191365783302,-2.332061290740967,0.135362908244133
Neutral,idealistic,628,0.7547227982313011,0.4583811530411872,-0.06276330351829529,1.8307559490203857
Neutral,impatient,628,-2.332035910551715,0.22109794071014421,-2.9488723278045654,-1.5751845836639404
Neutral,impulsive,628,-3.3549410484399007,0.4601757833907593,-4.568042278289795,-2.0067033767700195
Neutral,innovative,628,-0.19736687555482055,0.5121187830102089,-1.490232229232788,0.6665185689926147
Neutral,inquisitive,628,-1.9486110533119008,0.23398095800577942,-2.5258448123931885,-1.00783109664917
Neutral,inspirational,628,2.396065964060984,0.4288995744066007,1.389573574066162,3.475200653076172
Neutral,introspective,628,2.0094957594658918,0.4817187957138351,0.6900299787521362,2.8751182556152344
Neutral,introverted,628,2.7352653669703537,0.40768026837063176,0.9460122585296631,3.4834489822387695
Neutral,ironic,628,-3.1851167914214407,0.430053612391195,-4.415831565856934,-2.206834316253662
Neutral,irreverent,628,-3.7889037033554853,0.4228628422527954,-4.754519462585449,-2.7911276817321777
Neutral,judgmental,628,-1.6622565825274036,0.5242115960538988,-2.994961738586426,-0.9148328900337219
