condition,axis,num_topics,count,overall_mean,overall_std,overall_variance,between_topic_std,between_topic_variance,mean_within_topic_std,mean_within_topic_variance,pooled_within_topic_std,pooled_within_topic_variance
humble,philosophical,25,100,0.8647130750119686,0.8148522923818109,0.6639842583998923,0.8113448580110781,0.6582804786210165,0.16233657061509887,0.033860208452957063,0.16016139694202844,0.025651673070421998
humble,playful,25,100,-0.14780252188444137,0.4869197481265813,0.23709084111565337,0.4072035693165712,0.1658147468641556,0.25791372731832607,0.10071703428654338,0.2762259646564957,0.07630078355041159
humble,pluralist,25,100,0.4147781749814749,0.3419783501436388,0.11694919196696522,0.31813510338542084,0.10120994400605239,0.14142498765600148,0.024824205068647,0.137135757412486,0.018806215961096204
humble,poetic,25,100,-0.978026075065136,0.2809449889180409,0.07893008679815813,0.2668972826367841,0.0712341594788994,0.10113984572995094,0.013007990440577488,0.09927002675812423,0.009854538212558701
humble,problem_solving,25,100,0.413674521446228,0.5009196312267824,0.2509204769483757,0.4874239628576594,0.2375821195678649,0.14288859950873845,0.027109916524988908,0.143310207414664,0.020537815549234017
humble,progressive,25,100,-0.509591658860445,0.20222042168252122,0.040893098945456695,0.18473004630492748,0.03412519000782065,0.08963031562628158,0.010298647397992395,0.08832896243327942,0.007802005604539688
humble,provocative,25,100,0.762623764872551,0.5675145605154971,0.3220727763970978,0.5459559811733402,0.29806793337894455,0.1876350782696661,0.043609110119119936,0.18176139478914902,0.03303720463569689
humble,qualitative,25,100,1.7649768155813217,0.7183248829010128,0.5159906373947537,0.7039802247914422,0.4955881568974095,0.19461955709185272,0.04675480053239057,0.1882028252541104,0.035420303433629216
humble,quantitative,25,100,-1.6733824476599692,0.6550739042302317,0.4291218200034388,0.6338457075849959,0.40176038102392414,0.20474334704017294,0.05218751469391629,0.19883660623798524,0.03953599598023959
humble,radical,25,100,-0.04397969752550125,0.33911343214453826,0.11499791986084834,0.33060215838431267,0.10929778712836614,0.09613595930178696,0.011896086692011145,0.09493253861499344,0.009012186887887222
humble,reactive,25,100,-3.5838862657546997,0.5707978040959246,0.32581013316072954,0.5283868234697243,0.2791926352164256,0.24732522355373018,0.0727028026951382,0.23468677173980246,0.05507788082965014
humble,rebellious,25,100,0.17470904648303986,0.48330496898620295,0.23358369304675458,0.4769078480640418,0.22744109554507516,0.11786419705420124,0.017205872524019953,0.11416983801397072,0.013034751912136313
humble,relativist,25,100,0.49581297039985656,0.6157922181913932,0.37920005598507633,0.6055678815233674,0.3667124591326991,0.15498800334889895,0.031152126210446135,0.15362322615403687,0.023600095613974355
humble,reserved,25,100,-1.9094026136398314,0.30690082187072315,0.09418811446492535,0.2701560577978977,0.07298429556490105,0.15462357858272274,0.03090841277062812,0.15302112344435595,0.02341546422017282
humble,resilient,25,100,1.7527678000926972,0.41902551627333207,0.17558238328813247,0.395581132525415,0.15648443241008994,0.16558217474534256,0.03146867245541969,0.15440175962507016,0.02383990337531795
humble,reverent,25,100,1.8554466092586517,0.5039704671024673,0.2539862317114791,0.45562595456951005,0.20759501047737725,0.2337910107269285,0.06954021244810973,0.22952555223189386,0.05268197912735584
humble,rhetorical,25,100,-0.6306514970958232,0.37278703837957755,0.13897017598381664,0.3504070352722943,0.12278509036831887,0.14281430183962995,0.02627571662718987,0.1410880786235651,0.01990584592968929
humble,risk_taking,25,100,0.4714561898633838,0.4132677160814848,0.17079020515520674,0.40368221271124666,0.1629593288594482,0.11630771498214497,0.016855129864779196,0.11300016715185811,0.012769037776347874
humble,ritualistic,25,100,0.6491692322492599,0.49391220135032965,0.24394926264272856,0.4423183442175495,0.1956455176313546,0.2275824872823379,0.07158676412026792,0.2328785027880611,0.054232397060808984
humble,romantic,25,100,-0.45438312977552414,0.330232781374747,0.10905368989450144,0.3096214917083814,0.09586546812772327,0.12997963492124806,0.02124307145725617,0.12685911852313486,0.016093235952466776
humble,sarcastic,25,100,-2.9924012517929075,0.41230771128884935,0.16999764878824916,0.3861177568269153,0.1490869221370489,0.16654906901180996,0.03356563606506636,0.15946320005099865,0.025428512170504812
humble,sardonic,25,100,-3.2657809448242188,0.5932000898325389,0.3518863465773322,0.5681497801265247,0.3227941726578184,0.20522248632357618,0.051313436480071084,0.1971644377548988,0.038873815515205364
humble,sassy,25,100,-2.4050313591957093,0.4926803917630711,0.2427339684278132,0.47108252288865626,0.22191874337114134,0.17416354965967654,0.03635284680965232,0.16595190707508553,0.02754003546185782
humble,savage,25,100,-1.9379445552825927,0.3018365022725719,0.09110527410414031,0.28459630688314314,0.08099505789152417,0.11601090641198616,0.016585287716314196,0.11209197966981684,0.012564611906298631
humble,secular,25,100,-0.041993189975619315,0.4719934935919924,0.22277785799317415,0.470880486890484,0.22172843293421926,0.09031536240165693,0.010254378395189443,0.08813891581591027,0.007768468481204117
humble,serene,25,100,2.391901880502701,0.6011348690921533,0.36136313083844035,0.5911310481824213,0.3494359161252481,0.16278458312352787,0.02972136006642458,0.15005392986690974,0.02251618186850347
humble,serious,25,100,1.4168849113583564,0.7427101769537829,0.5516184069507195,0.6768686381540382,0.4581511533165023,0.32238584663597114,0.141702820929827,0.3276440475829456,0.10735062191653551
humble,skeptical,25,100,0.9575360006093979,0.2982607849291066,0.08895949582652679,0.27483168718375417,0.0755324562802689,0.1321924239779268,0.02074499045227118,0.1253630801224236,0.015715901857781194
humble,socratic,25,100,-1.845898026227951,0.39234760299013255,0.15393664157210266,0.3513255132437498,0.12342961625598418,0.18402692827581646,0.045206458067515734,0.1850603056244503,0.03424731671781495
humble,solemn,25,100,1.8916005635261535,0.7876737441704698,0.6204299272555267,0.7317019463139796,0.5353877382396658,0.31813494856612334,0.1336711990305229,0.31822328618692913,0.10126605987160821
humble,spiritual,25,100,0.4595750889927149,0.4504780004210946,0.2029304288633877,0.44872026190661063,0.20134987344553726,0.09007331639515882,0.010140328089383956,0.08764740004347979,0.007682066734381781
humble,spontaneous,25,100,-1.0278890997171402,0.41294537960711547,0.17052388653886472,0.36566089849503236,0.13370789268819436,0.19777800232686837,0.05394542759041271,0.2021577309294775,0.040867748174555026
humble,stoic,25,100,1.857043170928955,0.48486432906307986,0.2350934175977906,0.44141634701932314,0.19484839141588353,0.22013172582075657,0.060917370216752566,0.2148244001306164,0.04614952289147919
humble,stream_of_consciousness,25,100,-0.009671380072832107,0.4042581298085585,0.16342463551631337,0.357674748898936,0.12793122599991694,0.1956075344920903,0.05196854960163996,0.19841903470830538,0.0393701133345757
humble,submissive,25,100,-2.804686132669449,0.42709479927795424,0.182409967570276,0.39321135636909865,0.15461517077762632,0.1905883727576218,0.042873738597402615,0.18022237651865622,0.032480104998032285
humble,subversive,25,100,-0.9193839564919472,0.5332112181930233,0.28431420320688794,0.5055231996366216,0.2555537053708476,0.1892916557959461,0.04818600535840736,0.19106163799660297,0.03650454951394496
humble,supportive,25,100,2.254404150247574,0.3624679744233797,0.13138303248258784,0.34204909186750293,0.11699758124738346,0.14410733214169588,0.023668698880365137,0.13390605843323558,0.017930832485125104
humble,sycophantic,25,100,-0.08308988526463508,0.3779595233157336,0.14285340126505658,0.3604019699718393,0.12988957995958259,0.12593870416109937,0.022307827321608978,0.1299994968568613,0.016899869183037087
humble,temperamental,25,100,-2.608654741048813,0.49421550198781633,0.24424896240506927,0.46329414493191035,0.21464146472818993,0.20019302509343487,0.04766755552260837,0.19003100927697175,0.036111784486824526
humble,theatrical,25,100,-0.23990721762180328,0.33077890554938266,0.10941468435644741,0.3227546051254155,0.10417053512966286,0.09710956190551114,0.011089098384542256,0.09165605331619785,0.008400832109501702
humble,theoretical,25,100,-0.19913246899843215,0.6613246061030518,0.43735023463735656,0.6400410337199249,0.4096525248452701,0.2003362065700928,0.05294707791936514,0.20027836295063356,0.040111422666185705
humble,traditional,25,100,0.39488432159647346,0.28691850368010086,0.08232222775402806,0.2744989565065352,0.07534967712317671,0.09842176911860967,0.012217753917650913,0.09620745386943029,0.009255874180038556
humble,understated,25,100,-0.7816759218275547,0.33837421787715727,0.11449711132397791,0.30346424185789134,0.09209054608638477,0.16048130453560788,0.03326028795707839,0.15873622096506992,0.025197187846271504
humble,universalist,25,100,-0.8520775946974755,0.3019674527894306,0.09118434254413701,0.2916644973216546,0.08506817899789347,0.09187767492196779,0.011476063040957225,0.09324155271251289,0.00869398715224032
humble,urgent,25,100,-0.4409040292724967,0.313342683920351,0.098183637566409,0.27746831395393806,0.07698866524844114,0.15733390138268827,0.031056910069655205,0.1533882726090271,0.023527962173981214
humble,utilitarian,25,100,0.5278548504412174,0.726600308996348,0.5279480090335883,0.72210350811161,0.5214334764270939,0.1506999565086259,0.02945652209765621,0.14938389151337214,0.02231554704367894
humble,verbose,25,100,2.4900949668884276,0.41717616284312203,0.1740359508445111,0.36998180181461643,0.1368865336739901,0.19512664516388656,0.05451269201204724,0.20321784849889696,0.041297493948520635
humble,visceral,25,100,-1.7684934854507446,0.3904663369282036,0.15246396027412942,0.3567400997960206,0.12726349880247476,0.1762405452416773,0.038355149094683176,0.1704609372622823,0.029056931132335744
humble,whimsical,25,100,0.5766902254521846,0.4145814899059248,0.17187781177261643,0.3897847418073226,0.15193214494580112,0.1579018640821165,0.03240556600922818,0.15668334697443828,0.02454967121911222
humble,witty,25,100,-1.8267018312215806,0.38322577409100606,0.1468619939276508,0.3475432290974455,0.12078629609147949,0.17637993254134193,0.03925137298740531,0.1724409714273908,0.02973588862682221
humble,wry,25,100,-3.263277292251587,0.5589211677495628,0.3123928717585349,0.5339748429965846,0.2851291329532272,0.19414603655423973,0.047393300541135296,0.18948354958007865,0.03590401556146612
humble,zealous,25,100,-1.140759514272213,0.34326836503225006,0.11783317043191407,0.31669982457741974,0.10029877888736845,0.14736256837022083,0.02715734799429505,0.1434355202888272,0.020573748480526555
inclusive,absolutist,25,100,-0.9068906381726265,0.3753442979143753,0.1408833419768353,0.34284932240145727,0.1175456578711384,0.14541640112687562,0.03550756933436529,0.1640112000387641,0.02689967373815549
inclusive,abstract,25,100,0.9054988053441048,0.8229088576454006,0.6771789879912582,0.7960909743576476,0.6337608394537089,0.24146563291598597,0.08266238964771373,0.25024592396358664,0.06262302246038917
inclusive,accessible,25,100,1.5830850824713707,0.7768229363138993,0.6034538743833485,0.6883197733304833,0.473784110357728,0.35539259015186553,0.19011545292812795,0.37950870645992385,0.14402685827888465
inclusive,accommodating,25,100,1.042866557240486,0.26644850285350435,0.07099480467287393,0.2405883731761744,0.057882765307558155,0.12608768019842076,0.019623202574519133,0.12192646372487757,0.014866062556453886
inclusive,acerbic,25,100,-2.6069248008728025,0.4148901510559327,0.17213383744321464,0.3884322313722858,0.15087959836885295,0.15087184612503124,0.03409077951291153,0.1607057812147468,0.025826348115842064
inclusive,adventurous,25,100,-0.12471393927931786,0.3211629578311792,0.10314564548287179,0.31172380244004066,0.09717172900767751,0.09298480647419848,0.011772438907563585,0.09443788606227795,0.008918514323911792
inclusive,agreeable,25,100,1.6281689840555191,0.33800565091577034,0.11424782005099358,0.3119254749642898,0.09729750193169778,0.13905314230907787,0.026266319994738385,0.14106284864818658,0.019898727268741197
inclusive,altruistic,25,100,4.680466237068177,0.5264025146714483,0.2770996074524243,0.48334023779248564,0.23361778546929657,0.20305660132701653,0.06674071643650033,0.22485806371026712,0.05056114881553055
inclusive,animated,25,100,-0.028771576285362244,0.2859622941815725,0.08177443369358821,0.26891290534302015,0.07231415066002413,0.11401882714340983,0.015380139630705536,0.10794267428757114,0.01165162093235267
inclusive,anxious,25,100,-1.8301430028676986,0.48419832621945885,0.2344480191137255,0.45533211858968226,0.20732733821936847,0.18830876784708075,0.04409239230932609,0.1827657722525342,0.0334033275070652
inclusive,arrogant,25,100,-1.4571980142593384,0.30596931294669427,0.09361722046507215,0.2780196930063759,0.0772949496993595,0.13393294812783366,0.024637195398715027,0.1366182343932299,0.018664541968723504
inclusive,artistic,25,100,-0.2562857201695442,0.4946239559267274,0.24465285777660517,0.4862941020430069,0.23648195368181438,0.12578137166033,0.020244871552396165,0.12384273859750686,0.015337023903330414
inclusive,ascetic,25,100,0.5632720559090376,0.5316735716732043,0.2826767868157419,0.5289785968083305,0.2798183558813102,0.10775809216522299,0.014965863068702252,0.10647898878204634,0.01133777505204715
inclusive,assertive,25,100,0.5184812678396702,0.273370275880473,0.07473130773496595,0.25830433559856847,0.06672112978901788,0.1018531462130548,0.0132422800802122,0.10016002378093328,0.01003203036379712
inclusive,avoidant,25,100,-5.163768453598022,0.5877331121466572,0.3454302111135952,0.5489426055414005,0.30133798417858165,0.21109417459545873,0.07025525892136103,0.23070258126217633,0.05322368100103107
inclusive,benevolent,25,100,3.775819306373596,0.4335920437986603,0.18800206044549933,0.39221174616302323,0.15383005382824777,0.18486237431406444,0.05126025088790205,0.19706223230219888,0.038833523399925796
inclusive,bitter,25,100,-2.7229098999500274,0.5332554238017754,0.28436134701401106,0.49772159592762977,0.24772678705274678,0.2051595120565786,0.05826669063097877,0.2100986251649354,0.044141432296196034
inclusive,bombastic,25,100,-0.9544120573997498,0.38516232190624716,0.14835001421621158,0.37259109988153416,0.13882412771093136,0.12324990489313131,0.018127135295407094,0.11718651054663365,0.01373267825409628
inclusive,callous,25,100,-1.2314774692058563,0.27043378938860707,0.0731344344430815,0.25345627314170255,0.06424008239488133,0.10741540604443038,0.014310147999419485,0.10412022479653714,0.010841021211681429
inclusive,calm,25,100,2.2176129591464995,0.4700469115745304,0.22094409908075438,0.4280751535768693,0.18324833710986024,0.21318110110865263,0.05708833928597477,0.20796331860045467,0.043248741883314214
inclusive,casual,25,100,-1.5039775797724724,0.7281398161062655,0.5301875917992662,0.6638204684278747,0.44065761430380296,0.33009740441496893,0.1358058748661641,0.320754171500501,0.10288323853497282
inclusive,challenging,25,100,-0.3346058712154627,0.4223380982485035,0.1783694692321626,0.40055094290701837,0.1604410578637015,0.14475310494747196,0.0300831453209168,0.15096443821892344,0.022790261606755152
inclusive,chaotic,25,100,0.17108913205564022,0.4050438623568979,0.16406053043299362,0.3832418654447751,0.1468743274295911,0.14937567279743377,0.028560761061674836,0.1470950039880298,0.0216369401982385
inclusive,charismatic,25,100,0.1991769600659609,0.3097694251756492,0.09595709677365213,0.3006555524944765,0.09039376124575892,0.09269442014635088,0.010959353346649376,0.09111827705860284,0.008302540414128309
inclusive,chill,25,100,1.4123179405927657,0.30760390935524,0.09462016505062673,0.2855182052914972,0.08152064555287754,0.128337493471889,0.020552191559144138,0.12477917330332297,0.015569842090260709
inclusive,circumspect,25,100,0.9698096196353435,0.45364558076356964,0.2057943129463164,0.42472951548238536,0.18039516132190184,0.17005340974029864,0.04074268659710336,0.17568628763928107,0.030865671664472204
inclusive,closure_seeking,25,100,-2.2795701110363007,0.5271946048649147,0.27793415139867345,0.5010997126142398,0.2511009219820737,0.1701767424710691,0.04546389970919445,0.18558649806637673,0.03444234826454125
inclusive,collaborative,25,100,-0.0695775743201375,0.30127188660102316,0.09076474965613976,0.2859172836327978,0.08174869307995772,0.10805060904706174,0.015171142403758511,0.10720676144636142,0.011493289699817045
inclusive,collectivistic,25,100,-0.10165888480842114,0.425252485738595,0.1808396766268539,0.41960096243557027,0.17606496767685684,0.09970632904772062,0.013345214521070516,0.10054855046598628,0.01011001100081099
inclusive,competitive,25,100,-0.608698942810297,0.23415339454165812,0.054827812175381414,0.21174412611371288,0.04483557494365994,0.10197431551923791,0.014983176143618722,0.10654056043541803,0.011350891017892962
inclusive,conceptual,25,100,0.8126206314563751,0.8559025560404206,0.7325691854365254,0.8334937798430332,0.6947118810370267,0.2298039375027712,0.07776011704881881,0.24271213315868345,0.058909179582438485
inclusive,conciliatory,25,100,2.28240065574646,0.39458549874030746,0.15569771581613717,0.35302806307303497,0.12462881331709875,0.18146068827310244,0.045996103831414635,0.18666958296845562,0.03484553320561714
inclusive,concise,25,100,-2.49287868142128,0.3987574321849843,0.15900748972276235,0.35515413250150685,0.12613445783289787,0.20964584868707628,0.04843778040793709,0.19156014248227923,0.036695288187831125
inclusive,condescending,25,100,-1.3918235099315643,0.3731421423234824,0.13923505837775801,0.33537408614679903,0.11247577765880057,0.18326857889550296,0.039821281655375865,0.1736883347197185,0.030167637617708975
inclusive,confident,25,100,0.15950728714466095,0.22803096025099365,0.05199811883299025,0.2093222898043471,0.04381582100893508,0.1018673444691593,0.012553265968110232,0.0975194851085724,0.009510049975841076
inclusive,confrontational,25,100,1.5058803087472916,0.39638778575064104,0.15712327669229612,0.3680888159198279,0.13548937640526096,0.17366627880967184,0.0339763234350969,0.16043577832261263,0.025739638965982505
inclusive,conscientious,25,100,2.2843192511796953,0.5156288288496788,0.26587308914089125,0.4604094222014835,0.21197683605190387,0.26371473179584226,0.07962212751953951,0.24560088268450644,0.0603197935754087
inclusive,contemporary,25,100,-0.18369744423776865,0.5462810981274048,0.2984230381712833,0.5441579636981122,0.29610788945607597,0.10322125331097873,0.01490031188231675,0.10624554137638513,0.011288115062361166
inclusive,contrarian,25,100,0.2813666317984462,0.4729315111713891,0.22366421425885374,0.4498690012414553,0.2023821182779845,0.162503978433051,0.036187651425866794,0.16557441663445016,0.02741488744383849
inclusive,convergent,25,100,-0.5441806647926569,0.40668250455578525,0.1653906595117663,0.3854730447855713,0.14858946825625907,0.15151827672572155,0.028121151187519962,0.14595856403372792,0.021303902414787856
inclusive,creative,25,100,1.4278079509735107,0.3674174677492193,0.1349955956072486,0.3372026189614584,0.11370560623446652,0.1501755102025736,0.03265101022145098,0.15727559824756515,0.024735613804129516
inclusive,critical,25,100,0.22687558982521294,0.5927548703622555,0.35135833633817437,0.5883060633713322,0.34610402419947395,0.11800986885328042,0.020779852991063486,0.12546837399128827,0.015742312872017782
inclusive,cruel,25,100,-1.9240757298469544,0.3370478146335579,0.1136012293492572,0.3153635415804574,0.09945416335816885,0.13024584759065833,0.022652293642563378,0.1309993454834545,0.017160828517093465
