axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
utilitarian,12.549337713850383,50,33,0.66,0.3802829610257692,0.662329522343577,0.30141945773524714,data_driven,+
serene,12.210906710433553,50,29,0.58,0.4210657486356398,1.134090596600862,0.28947570074611817,data_driven,-
sarcastic,11.910500992536585,50,30,0.6,0.3970166997512195,1.2074610760307924,0.34173684210526306,data_driven,+
universalist,11.715103216889366,50,35,0.7,0.3347172347682676,0.49005482506241665,0.2827936507936508,grounded,-
elitist,11.61156211511592,50,29,0.58,0.4003986936246869,1.3537909451841494,0.24398870740068568,data_driven,+
dominant,11.596950087663119,50,29,0.58,0.39989483060907305,0.9921539336441116,0.3682758620689655,formal,+
callous,11.560412629033285,50,24,0.48,0.48168385954305354,1.0239533916388686,0.3941885964912281,empathetic,-
confident,11.542385155439998,50,26,0.52,0.4439378905938461,0.7068668350297942,0.40846153846153843,casual,-
nonchalant,11.395678741326392,50,27,0.54,0.4220621756046812,1.040707909814024,0.32074074074074077,data_driven,+
militant,11.213990526019563,50,30,0.6,0.37379968420065207,0.7269229726596391,0.36619103313840157,entertaining,+
futuristic,11.166263357134303,50,29,0.58,0.3850435640391139,0.7608890521306984,0.21685823754789274,inspirational,+
pluralist,11.037059173912562,50,28,0.56,0.3941806847825915,0.9761030022595883,0.36977025898078536,data_driven,-
egalitarian,10.846351667709765,50,27,0.54,0.401716728433695,1.2138189869420286,0.22768031189083826,data_driven,-
moderate,10.731956910271121,50,27,0.54,0.39747988556559705,0.6823402286231157,0.36990253411306045,entertaining,-
theoretical,10.675481186404934,50,25,0.5,0.42701924745619735,0.9891025403928018,0.3525684210526316,verbose,+
manic,10.642117167438547,50,27,0.54,0.39415248768290917,1.0566961020147019,0.3582846003898635,data_driven,+
introverted,10.443932717537152,50,25,0.5,0.4177573087014861,0.9538749164824313,0.3287111111111111,formal,+
flexible,10.003673864945652,50,27,0.54,0.37050643944243156,0.7467067948254339,0.3390166774962096,data_driven,-
conceptual,9.890892050130072,50,25,0.5,0.3956356820052029,0.9111589202434636,0.3699789473684211,verbose,+
calm,9.811555766170377,50,24,0.48,0.40881482359043236,0.757370717962228,0.372390350877193,entertaining,-
idealistic,9.767199092154502,50,22,0.44,0.44396359509793193,1.11970796400537,0.3409090909090909,data_driven,-
sassy,9.71836013053595,50,25,0.5,0.38873440522143804,1.2294105529358332,0.3496000000000001,data_driven,+
curious,9.694365340709421,50,21,0.42,0.4616364447956867,1.1633943176145223,0.3354636591478697,inspirational,+
abstract,9.54113591035216,50,25,0.5,0.38164543641408644,0.935373622973893,0.3603578947368421,verbose,+
nurturing,9.484276666792372,50,22,0.44,0.43110348485419875,1.0215137092471975,0.36909090909090914,data_driven,-
extroverted,9.443391360195351,50,23,0.46,0.4105822330519718,1.105558353778778,0.3769565217391305,inspirational,+
collaborative,9.353835500810117,50,27,0.54,0.3464383518818562,0.6984661372379019,0.3377777777777778,optimistic,+
cruel,9.321105237115187,50,23,0.46,0.40526544509196466,0.9508755597190415,0.3917391304347826,data_driven,+
convergent,9.244397071020982,50,24,0.48,0.3851832112925409,0.9545233379865876,0.3732407407407407,data_driven,+
visceral,9.110893245841982,50,24,0.48,0.3796205519100826,0.7494005117014713,0.3862938596491228,entertaining,+
agreeable,8.917517460478633,50,22,0.44,0.40534170274902875,0.6950509744454023,0.3781818181818182,empathetic,+
temperamental,8.31987033267405,50,22,0.44,0.3781759242124568,1.0359546717358485,0.3313636363636364,data_driven,+
anxious,8.100855160001359,50,22,0.44,0.3682206890909709,0.95899723305688,0.3145454545454545,data_driven,+
melancholic,8.002506262319407,50,25,0.5,0.3201002504927763,0.6032738211314657,0.4252210526315789,pessimistic,+
supportive,7.841365747846778,50,19,0.38,0.41270346041298833,1.1726366488556776,0.3457894736842105,data_driven,-
judgmental,7.6995318205362615,50,23,0.46,0.33476225306679397,0.7240421067396973,0.38486142893465547,data_driven,+
wry,7.69480530195902,50,19,0.38,0.4049897527346853,1.3485848691012303,0.32643274853801174,data_driven,+
conciliatory,7.687582724756036,50,23,0.46,0.33424272716330594,0.7205328153420374,0.33696669209255026,data_driven,-
impulsive,7.475611154733073,50,20,0.4,0.37378055773665364,1.0011992251086883,0.26549999999999996,data_driven,+
pessimistic,7.29238359907324,50,21,0.42,0.34725636186063047,0.6283706045895462,0.4239431913116124,pessimistic,+
patient,7.287736537503148,50,20,0.4,0.36438682687515744,0.7697703727539688,0.3911666666666667,data_driven,-
acerbic,7.259530590533142,50,21,0.42,0.3456919328825306,1.1967240908489465,0.38396825396825396,data_driven,+
educational,7.2384850618580385,50,17,0.34,0.4257932389328258,0.669996574285319,0.2382352941176471,skeptical,-
dogmatic,7.204075913544166,50,22,0.44,0.3274579960701894,0.589989424714367,0.3361244019138756,entertaining,+
bitter,7.078703527939216,50,18,0.36,0.3932613071077342,0.9850177270268976,0.3822222222222222,data_driven,+
ascetic,7.02818827523493,50,20,0.4,0.3514094137617465,0.7006406128365139,0.38373099415204676,data_driven,-
