axis,composite_score,n_total_traits,n_significant_traits,pct_significant_traits,mean_abs_cohen_d,max_abs_cohen_d,mean_exceedance_rate,top_trait,top_direction
serene,4.50608606656619,51,13,0.2549019607843137,0.34662200512047614,0.5121761529877201,0.2694327894327894,formal,+
bitter,4.197436413734747,51,12,0.23529411764705882,0.3497863678112289,0.6042079301270149,0.32,playful,+
skeptical,4.068063031953155,51,12,0.23529411764705882,0.33900525266276293,0.5409607772097254,0.36777777777777776,humble,-
environmental,4.020663939236278,51,12,0.23529411764705882,0.3350553282696898,0.43739092597344476,0.38865319865319864,humble,-
conciliatory,3.911650110462595,51,10,0.19607843137254902,0.3911650110462595,0.7144764803416286,0.29,playful,-
melodramatic,3.881882071019037,51,9,0.17647058823529413,0.43132023011322634,0.6994593002812223,0.37269360269360274,inspirational,+
assertive,3.845455898171327,51,10,0.19607843137254902,0.3845455898171327,0.7967788333988798,0.39956565656565657,inspirational,+
progressive,3.8120193692672855,51,10,0.19607843137254902,0.38120193692672855,0.6559730844086511,0.2725858585858586,skeptical,-
flexible,3.757320942480786,51,12,0.23529411764705882,0.3131100785400655,0.4389554035245052,0.25833333333333336,formal,-
elitist,3.691438953760772,51,13,0.2549019607843137,0.28395684259698245,0.4363523059217058,0.30692307692307697,playful,+
nurturing,3.1945201346440917,51,11,0.21568627450980393,0.29041092133128105,0.575384407305236,0.25031221303948575,inspirational,+
inspirational,2.9610493536761133,51,10,0.19607843137254902,0.29610493536761134,0.4037546556698756,0.29335353535353537,playful,-
wry,2.855766249131162,51,8,0.1568627450980392,0.35697078114139524,0.6333699747916546,0.32875,playful,+
altruistic,2.7970725372915908,51,10,0.19607843137254902,0.27970725372915906,0.377368041335422,0.33532323232323236,playful,-
materialist,2.6432703096967085,51,9,0.17647058823529413,0.2936967010774121,0.487180755619112,0.26805836139169475,pessimistic,-
hostile,2.6070477174481224,51,8,0.1568627450980392,0.3258809646810153,0.49731608325089804,0.31124999999999997,playful,+
supportive,2.6050172088762196,51,9,0.17647058823529413,0.2894463565418022,0.5209122717480271,0.2614702581369248,inspirational,+
optimistic,2.5824246174451413,51,9,0.17647058823529413,0.2869360686050157,0.3758063010103448,0.37717171717171716,formal,+
judgmental,2.2724556108301557,51,5,0.09803921568627451,0.45449112216603116,0.6171400668739343,0.36,playful,+
savage,2.212970070854003,51,6,0.11764705882352941,0.3688283451423338,0.5568065377801674,0.295,playful,+
acerbic,1.9900385797559539,51,6,0.11764705882352941,0.3316730966259923,0.46495771061709557,0.29833333333333334,playful,+
melancholic,1.830336179518226,51,6,0.11764705882352941,0.3050560299197043,0.3987438363124167,0.37333333333333335,methodical,-
universalist,1.4408029152005568,51,5,0.09803921568627451,0.2881605830401114,0.4011175185864241,0.33399999999999996,formal,+
avoidant,1.351253398065562,51,5,0.09803921568627451,0.27025067961311244,0.3625754038909689,0.30872727272727274,inspirational,-
benevolent,1.0028967924357786,51,3,0.058823529411764705,0.3342989308119262,0.387706960310028,0.24417508417508418,risk_taking,-
secular,0.9984176306950118,51,4,0.0784313725490196,0.24960440767375294,0.27615981116214483,0.28823232323232323,stoic,+
